Index: Init, Total -- indiv
805477: 3060.0, 2879.09 -- [  240.54  2638.55]
805649: 3060.0, 2166.119 -- [  520.899  1645.22 ]
805650: 3060.0, 2872.565744 -- [  3.65744000e-01   2.87220000e+03]
805658: 3060.0, 2513.073 -- [ 2213.85    299.223]
805671: 3060.0, 3060.004 -- [  346.384  2713.62 ]
805682: 3060.0, 3060.002 -- [  119.462  2940.54 ]
805720: 3060.0, 2914.205 -- [ 2901.88     12.325]
805816: 3060.0, 2892.6150000000002 -- [  326.445  2566.17 ]
805867: 3060.0, 3059.997 -- [ 2642.6     417.397]
805997: 3060.0, 2578.141 -- [ 2330.63    247.511]
806090: 3060.0, 3059.996 -- [ 2897.16    162.836]
806399: 3060.0, 1390.04 -- [ 375.552  258.51   755.978]
806555: 3060.0, 2636.2657000000004 -- [   59.9807  2447.01     129.275 ]
806645: 3060.0, 3059.997 -- [ 2927.58    132.417]
806748: 3060.0, 2885.521 -- [ 2663.3     222.221]
806827: 3060.0, 497.82576 -- [   9.34876  488.477  ]
807043: 3060.0, 1396.107 -- [ 1293.26    102.847]
807106: 3060.0, 2390.063 -- [  679.273  1710.79 ]
807286: 3060.0, 2594.22 -- [  235.679   377.701  1980.84 ]
807338: 3060.0, 2903.8756 -- [   14.1556  2889.72  ]
807548: 3060.0, 2587.053 -- [  170.533  2416.52 ]
807621: 3060.0, 549.268 -- [ 127.286  421.982]
807704: 3060.0, 2299.7019999999998 -- [  115.542  2184.16 ]
807773: 3060.0, 3060.001 -- [  160.931  2899.07 ]
807882: 3060.0, 2601.2565 -- [   50.9065  2550.35  ]
807902: 3060.0, 2644.0249999999996 -- [  140.325  2503.7  ]
807938: 3060.0, 1353.326 -- [ 1161.84    191.486]
807960: 3060.0, 2090.67 -- [  265.93  1824.74]
808110: 3060.0, 1842.798 -- [ 1685.64    157.158]
808188: 3060.0, 1310.9034 -- [   20.0834  1290.82  ]
808194: 3060.0, 1815.22 -- [  361.94  1453.28]
808222: 3060.0, 2802.911 -- [  604.611  2198.3  ]
808367: 3060.0, 2671.498 -- [ 2466.34    205.158]
808373: 3060.0, 2466.81 -- [  986.44  1480.37]
808453: 3060.0, 2352.393 -- [  402.443  1949.95 ]
808653: 3060.0, 2704.1322 -- [ 2582.43      12.2532   109.449 ]
808673: 3060.0, 2616.8476 -- [ 2588.06      28.7876]
808876: 3060.0, 3059.998 -- [ 2862.73    197.268]
809049: 3060.0, 2650.5739999999996 -- [ 2262.91    387.664]
809107: 3060.0, 2125.022 -- [ 1294.83    830.192]
809235: 3060.0, 2866.066 -- [  247.676  2618.39 ]
809259: 3060.0, 595.309 -- [ 418.171  177.138]
809379: 3060.0, 3059.999 -- [  120.419  2939.58 ]
809410: 3060.0, 745.8340000000001 -- [ 621.947  123.887]
809467: 3060.0, 2574.933 -- [ 2465.95    108.983]
809505: 3060.0, 3025.255 -- [  353.815  2671.44 ]
809541: 3060.0, 2176.947 -- [ 2051.82    125.127]
809705: 3060.0, 3059.9990000000003 -- [  187.719  2872.28 ]
809722: 3060.0, 2716.3779999999997 -- [ 2626.41     89.968]
809871: 3060.0, 2851.8021 -- [   27.0621  2824.74  ]
809889: 3060.0, 3060.0 -- [  258.05  2801.95]
809972: 3060.0, 2377.7250000000004 -- [ 2145.78    231.945]
810088: 3060.0, 2762.961139 -- [  2.76099000e+03   5.72019000e-01   1.39912000e+00]
810131: 3060.0, 1412.69 -- [ 1053.21   359.48]
810135: 3060.0, 1664.811 -- [  203.711  1461.1  ]
810150: 3060.0, 3059.9979999999996 -- [ 2916.45    143.548]
810401: 3060.0, 2759.41 -- [ 1182.29  1577.12]
810529: 3060.0, 2862.321 -- [  173.991  2688.33 ]
810563: 3060.0, 2876.848 -- [ 2746.39    130.458]
810578: 3060.0, 2934.89 -- [  148.21  2786.68]
810658: 3060.0, 3059.999 -- [  179.039  2880.96 ]
810817: 3060.0, 574.8121000000001 -- [  56.5401  518.272 ]
810872: 3060.0, 1805.5792 -- [ 1772.12      33.4592]
810894: 3060.0, 2772.6450000000004 -- [  147.385  2625.26 ]
810927: 3060.0, 3059.997 -- [  216.307  2843.69 ]
811023: 3060.0, 1551.5410000000002 -- [ 1414.66    136.881]
811124: 3060.0, 3060.0013 -- [   90.8713  2969.13  ]
811170: 3060.0, 2353.1259999999997 -- [ 2139.87    213.256]
811309: 3060.0, 2614.0 -- [ 1896.94   717.06]
811447: 3060.0, 2810.8295 -- [ 2785.23      25.5995]
811891: 3060.0, 2565.484 -- [ 2362.75    202.734]
811942: 3060.0, 3059.9990000000003 -- [ 2885.07    174.929]
811957: 3060.0, 574.3844 -- [  78.1354  496.249 ]
812001: 3060.0, 3060.005 -- [ 2889.15    170.855]
812063: 3060.0, 2178.991 -- [  110.601  2068.39 ]
812082: 3060.0, 2786.866 -- [ 2205.02    581.846]
812189: 3060.0, 3059.998 -- [ 2541.28    518.718]
812237: 3060.0, 1834.4055 -- [   35.2355  1799.17  ]
812419: 3060.0, 2766.447 -- [  232.877  2533.57 ]
812448: 3060.0, 3060.004 -- [ 2872.99    187.014]
812531: 3060.0, 2844.772 -- [ 2536.1     308.672]
812565: 3060.0, 2243.795 -- [   99.525  2144.27 ]
812598: 3060.0, 3059.999 -- [  201.759  2858.24 ]
812718: 3060.0, 3059.999 -- [  287.709  2772.29 ]
812885: 3060.0, 2892.768 -- [ 2776.8     115.968]
812954: 3060.0, 1083.801 -- [ 671.328  412.473]
813049: 3060.0, 2719.042 -- [ 2384.56    133.156   201.326]
813333: 3060.0, 2675.392 -- [ 2369.64    305.752]
813384: 3060.0, 1393.358 -- [  162.868  1230.49 ]
813567: 3060.0, 3059.998 -- [ 2751.17    308.828]
813577: 3060.0, 3060.003 -- [ 2924.06    135.943]
813812: 3060.0, 2292.097 -- [  394.187  1897.91 ]
813835: 3060.0, 2034.236 -- [  269.046  1765.19 ]
813875: 3060.0, 189.35330000000002 -- [  27.1313  162.222 ]
813931: 3060.0, 2419.351 -- [ 2047.46    371.891]
814137: 3060.0, 2936.947 -- [ 2681.03    255.917]
814160: 3060.0, 2400.397 -- [  105.947  2294.45 ]
814200: 3060.0, 2572.8680000000004 -- [ 2055.53    517.338]
814227: 3060.0, 2086.828 -- [  805.968  1280.86 ]
814233: 3060.0, 2865.3500000000004 -- [  118.76  2746.59]
814272: 3060.0, 2604.038 -- [  379.488  2224.55 ]
814355: 3060.0, 2037.8154 -- [ 2014.83      22.9854]
814414: 3060.0, 2764.6 -- [ 1750.56  1014.04]
814675: 3060.0, 2587.7686000000003 -- [   99.9286  2487.84  ]
814797: 3060.0, 3060.0 -- [ 2917.92   142.08]
814806: 3060.0, 2094.3759999999997 -- [ 1743.33    351.046]
814933: 3060.0, 2667.9407 -- [ 2633.9       34.0407]
815028: 3060.0, 2565.8849999999998 -- [ 1932.37    633.515]
815048: 3060.0, 2396.2876 -- [ 2359.78      36.5076]
815354: 3060.0, 971.7102 -- [ 875.915    95.7952]
815396: 3060.0, 3060.004 -- [  147.024  2912.98 ]
815652: 3060.0, 3060.0 -- [ 2856.63   203.37]
815654: 3060.0, 2972.161 -- [  155.351  2816.81 ]
815704: 3060.0, 2551.87 -- [ 2207.33   344.54]
815896: 3060.0, 2899.431 -- [  226.761  2672.67 ]
815934: 3060.0, 2913.4680000000003 -- [ 2503.55    409.918]
816014: 3060.0, 891.7090000000001 -- [ 108.522  783.187]
816257: 3060.0, 2529.657 -- [  702.807  1826.85 ]
816327: 3060.0, 2196.632 -- [  801.822  1394.81 ]
816332: 3060.0, 3059.996 -- [  144.676  2915.32 ]
816428: 3060.0, 3059.996 -- [  235.376  2824.62 ]
816437: 3060.0, 2416.289 -- [ 2052.09    364.199]
816495: 3060.0, 1232.0642 -- [ 1155.18      76.8842]
816524: 3060.0, 3060.0040000000004 -- [ 2889.3     170.704]
816572: 3060.0, 2783.3982 -- [   70.9742    80.334   2632.09  ]
816759: 3060.0, 2855.7200000000003 -- [  123.32  2732.4 ]
816867: 3060.0, 2872.66 -- [   30.42  2842.24]
816894: 3060.0, 1790.764 -- [  102.764  1688.   ]
817311: 3060.0, 1865.0049999999999 -- [  121.945  1743.06 ]
817435: 3060.0, 2910.9137 -- [    9.5637  2901.35  ]
817598: 3060.0, 2869.259 -- [  111.429  2757.83 ]
817614: 3060.0, 2842.569 -- [ 2538.21    304.359]
817707: 3060.0, 1806.297 -- [ 1668.36    137.937]
817714: 3060.0, 651.386 -- [ 102.669  288.528  260.189]
817989: 3060.0, 1038.336 -- [ 203.729  834.607]
818192: 3060.0, 2875.8318 -- [   24.7318  2851.1   ]
818365: 3060.0, 2716.5915 -- [ 2662.83      53.7615]
818371: 3060.0, 1026.3279 -- [   20.9479  1005.38  ]
818445: 3060.0, 3059.999 -- [ 2871.02    188.979]
818481: 3060.0, 2931.329 -- [  119.009  2812.32 ]
818513: 3060.0, 3059.9979999999996 -- [ 2916.2     143.798]
818704: 3060.0, 3060.001 -- [  142.951  2917.05 ]
818785: 3060.0, 2195.28 -- [  143.67  2051.61]
818804: 3060.0, 2949.7162000000003 -- [ 2932.28      17.4362]
818830: 3060.0, 3060.0 -- [ 1985.9  1074.1]
818847: 3060.0, 3059.998 -- [ 2760.      299.998]
818864: 3060.0, 2404.552 -- [  127.222  2277.33 ]
818865: 3060.0, 2912.2555 -- [ 2827.52      84.7355]
818940: 3060.0, 2356.431 -- [ 2088.      268.431]
818950: 3060.0, 3060.0020000000004 -- [  344.932  2715.07 ]
818968: 3060.0, 1638.94822 -- [    4.49822  1634.45   ]
819501: 3060.0, 3059.998 -- [  164.858  2895.14 ]
819504: 3060.0, 2881.169 -- [  293.419  2587.75 ]
819588: 3060.0, 3059.998 -- [ 2856.13    203.868]
819713: 3060.0, 1634.0687000000003 -- [  307.121     37.0077  1289.94  ]
819781: 3060.0, 3060.0029999999997 -- [  175.823  2884.18 ]
819845: 3060.0, 2822.593 -- [  114.703  2707.89 ]
819855: 3060.0, 2363.287 -- [ 2205.99    157.297]
819984: 3060.0, 1277.6780999999999 -- [   36.5781  1241.1   ]
819988: 3060.0, 2533.762 -- [  117.732  2416.03 ]
819994: 3060.0, 1339.701 -- [  207.911  1131.79 ]
820015: 3060.0, 3059.9959999999996 -- [  677.526  2382.47 ]
820133: 3060.0, 1479.879 -- [  121.009  1358.87 ]
820161: 3060.0, 2698.6025 -- [   14.0125  2684.59  ]
820220: 3060.0, 2000.0929999999998 -- [  131.803  1868.29 ]
820291: 3060.0, 66.1379 -- [ 33.4592  32.6787]
820517: 3060.0, 1652.2160000000001 -- [ 1447.88    204.336]
820585: 3060.0, 1479.6599999999999 -- [ 1146.87   332.79]
820597: 3060.0, 2349.7380000000003 -- [ 2327.11     22.628]
820622: 3060.0, 2760.0660000000003 -- [  233.416  2526.65 ]
820749: 3060.0, 2879.378 -- [ 2517.65    361.728]
820851: 3060.0, 1479.44 -- [  361.06  1118.38]
820912: 3060.0, 3060.0 -- [  273.53  2786.47]
821013: 3060.0, 2772.87608 -- [ 2766.25        6.62608]
821086: 3060.0, 750.2979 -- [ 709.006    41.2919]
821129: 3060.0, 1765.661 -- [ 771.485  994.176]
821181: 3060.0, 3025.256 -- [  133.046  2892.21 ]
821299: 3060.0, 1226.6009999999999 -- [   49.771  1176.83 ]
821302: 3060.0, 2632.098 -- [ 2490.32    141.778]
821309: 3060.0, 2308.8219999999997 -- [ 2059.93    248.892]
821328: 3060.0, 3059.997 -- [  158.381   212.476  2689.14 ]
821559: 3060.0, 2752.8 -- [  239.11  2513.69]
821628: 3060.0, 1038.7667 -- [ 1034.78       3.9867]
821684: 3060.0, 2135.3509999999997 -- [ 1665.12    470.231]
821842: 3060.0, 862.211 -- [ 298.037  564.174]
821963: 3060.0, 3059.999 -- [ 2928.73    131.269]
822081: 3060.0, 2709.7857 -- [   16.2257  2693.56  ]
822223: 3060.0, 1228.4712 -- [ 1193.83      34.6412]
822343: 3060.0, 2770.941 -- [  255.191  2515.75 ]
822524: 3060.0, 2793.1595 -- [   20.3595  2772.8   ]
822623: 3060.0, 1296.2392 -- [ 1262.78      33.4592]
822690: 3060.0, 2279.556 -- [  134.516  2145.04 ]
822777: 3060.0, 3059.996 -- [  311.366  2748.63 ]
822804: 3060.0, 2812.618 -- [ 2421.91    390.708]
822850: 3060.0, 3060.004 -- [ 2845.89    214.114]
822928: 3060.0, 3025.2583999999997 -- [ 2975.43      49.8284]
823006: 3060.0, 525.9946 -- [ 436.051    89.9436]
823022: 3060.0, 3059.995 -- [  106.295  2953.7  ]
823051: 3060.0, 2638.5060000000003 -- [  571.604  1901.08    165.822]
823168: 3060.0, 3059.998 -- [ 2808.79     94.842   156.366]
823220: 3060.0, 2929.779 -- [ 2673.22    256.559]
823605: 3060.0, 1691.318 -- [  132.838  1558.48 ]
823650: 3060.0, 2661.7092 -- [   20.9592  2640.75  ]
823820: 3060.0, 3060.003 -- [  274.723  2785.28 ]
823913: 3060.0, 2991.351 -- [  329.271  2662.08 ]
823944: 3060.0, 2741.8499 -- [   44.1399  2697.71  ]
823952: 3060.0, 1794.3529 -- [  172.528   1553.26      68.5649]
824472: 3060.0, 1374.296 -- [  242.826  1131.47 ]
824631: 3060.0, 910.19 -- [ 692.148  218.042]
824714: 3060.0, 3060.002 -- [  212.392  2847.61 ]
824734: 3060.0, 2382.916 -- [ 2235.86    147.056]
824853: 3060.0, 1485.6135000000002 -- [   46.1835  1439.43  ]
824992: 3060.0, 400.638 -- [ 103.089  297.549]
825284: 3060.0, 1813.464 -- [  100.634  1712.83 ]
825362: 3060.0, 1443.2169999999999 -- [  162.147  1281.07 ]
825642: 3060.0, 2706.0701 -- [ 2621.97      84.1001]
825650: 3060.0, 2863.628 -- [ 2743.27    120.358]
825762: 3060.0, 3060.002 -- [ 2823.95    236.052]
825787: 3060.0, 271.798 -- [ 182.937   88.861]
825827: 3060.0, 2296.77 -- [ 1101.6   1195.17]
825853: 3060.0, 3060.002 -- [  245.842  2814.16 ]
825911: 3060.0, 1877.71 -- [  264.33  1613.38]
826007: 3060.0, 2793.279 -- [ 2618.14    175.139]
826209: 3060.0, 1199.781 -- [  195.981  1003.8  ]
826492: 3060.0, 1742.8029999999999 -- [  248.023  1494.78 ]
826681: 3060.0, 870.3138 -- [ 781.892    88.4218]
826721: 3060.0, 2800.0319999999997 -- [ 2672.14    127.892]
826771: 3060.0, 1161.954 -- [  139.854  1022.1  ]
826792: 3060.0, 1602.10692 -- [    3.50692  1598.6    ]
826878: 3060.0, 2733.762 -- [  500.942  2232.82 ]
826892: 3060.0, 564.223 -- [ 147.664  416.559]
827231: 3060.0, 660.259 -- [ 543.203  117.056]
827347: 3060.0, 3060.004 -- [ 2872.41    187.594]
827795: 3060.0, 1786.781 -- [  178.021  1608.76 ]
827891: 3060.0, 1861.2072 -- [ 1835.81      25.3972]
827977: 3060.0, 842.245 -- [ 666.462  175.783]
828453: 3060.0, 564.1256 -- [  69.6766  494.449 ]
828490: 3060.0, 2540.444 -- [ 2108.45    431.994]
828493: 3060.0, 2892.697 -- [ 2781.78    110.917]
828623: 3060.0, 924.6400000000001 -- [ 365.439  559.201]
828741: 3060.0, 3060.0009999999997 -- [ 2901.12    158.881]
828871: 3060.0, 3060.003 -- [  100.773  2959.23 ]
828879: 3060.0, 3060.0009999999997 -- [  407.258   192.553  2460.19 ]
828887: 3060.0, 3060.005 -- [  181.135  2878.87 ]
828902: 3060.0, 3059.9970000000003 -- [ 2825.13    234.867]
828960: 3060.0, 2848.9622 -- [ 2757.08      91.8822]
829054: 3060.0, 2685.1499999999996 -- [  262.28  2422.87]
829180: 3060.0, 2405.022 -- [ 2146.84    258.182]
829485: 3060.0, 3060.0 -- [  239.95  2820.05]
829507: 3060.0, 1934.445 -- [ 1532.      402.445]
829594: 3060.0, 3059.9977 -- [ 1066.41      31.4057   216.162   1746.02  ]
829642: 3060.0, 514.6583 -- [ 162.411   319.523    32.7243]
829674: 3060.0, 2754.8107 -- [ 2727.        27.8107]
829889: 3060.0, 2471.6186 -- [ 2463.45       8.1686]
830090: 3060.0, 2868.517 -- [  350.267  2518.25 ]
830475: 3060.0, 1237.8120000000001 -- [ 1159.13     25.705    52.977]
830675: 3060.0, 2326.574 -- [ 2091.75    234.824]
830698: 3060.0, 3060.0019 -- [   47.8099   272.122   2740.07  ]
830708: 3060.0, 1388.4494 -- [ 1372.6       15.8494]
830861: 3060.0, 1469.1847799999998 -- [ 1467.11        2.07478]
830965: 3060.0, 2183.745 -- [  144.705  2039.04 ]
831001: 3060.0, 1471.4660000000001 -- [  315.796  1155.67 ]
831202: 3060.0, 3060.002 -- [  340.482  2719.52 ]
831249: 3060.0, 3059.996 -- [  333.686  2726.31 ]
831405: 3060.0, 3059.998 -- [  204.908  2855.09 ]
831421: 3060.0, 2743.51 -- [ 1868.45   875.06]
831491: 3060.0, 1637.906 -- [  223.146  1414.76 ]
831527: 3060.0, 2544.63157 -- [ 2535.86        8.77157]
831622: 3060.0, 3060.002 -- [ 2744.6     315.402]
831881: 3060.0, 3060.0 -- [  183.51  2876.49]
831883: 3060.0, 2546.567 -- [ 2389.32    157.247]
831898: 3060.0, 1760.529 -- [  113.859  1646.67 ]
831921: 3060.0, 2801.239 -- [  723.739  2077.5  ]
831960: 3060.0, 2540.013 -- [  405.843  2134.17 ]
832005: 3060.0, 2343.121 -- [ 2114.15    228.971]
832122: 3060.0, 807.9499999999999 -- [ 142.939  665.011]
832281: 3060.0, 3059.9990000000003 -- [  220.599  2839.4  ]
832344: 3060.0, 2481.295 -- [ 2121.05    360.245]
832346: 3060.0, 3060.0029999999997 -- [  113.363  2946.64 ]
832383: 3060.0, 575.05 -- [ 427.515  147.535]
832478: 3060.0, 2045.2305000000001 -- [   33.0405  2012.19  ]
832481: 3060.0, 1911.2995999999998 -- [ 1811.57      99.7296]
832566: 3060.0, 2459.7861 -- [ 2379.25      80.5361]
832585: 3060.0, 2392.2908 -- [ 2370.07      22.2208]
832743: 3060.0, 3059.998 -- [  167.678  2892.32 ]
832795: 3060.0, 1307.511 -- [ 1158.11    149.401]
833104: 3060.0, 1892.2803 -- [ 1866.56      25.7203]
833332: 3060.0, 3059.998 -- [  219.058  2840.94 ]
833645: 3060.0, 2423.8659000000002 -- [ 2404.96      18.9059]
833775: 3060.0, 122.64098 -- [   1.97098  120.67   ]
833778: 3060.0, 1495.248 -- [ 752.538  742.71 ]
833848: 3060.0, 626.374 -- [ 473.019  153.355]
833865: 3060.0, 2269.59 -- [ 1724.44   545.15]
833961: 3060.0, 2814.111 -- [  513.481  2300.63 ]
833975: 3060.0, 3059.9952 -- [   96.6852  2963.31  ]
834019: 3060.0, 2113.982 -- [ 1777.38    336.602]
834114: 3060.0, 1744.13274 -- [ 1735.93        8.20274]
834175: 3060.0, 3060.003 -- [ 2763.63    296.373]
834675: 3060.0, 2151.715 -- [  267.455  1884.26 ]
834745: 3060.0, 1907.383 -- [ 1620.64    286.743]
834827: 3060.0, 2683.2569999999996 -- [  206.557  2476.7  ]
834860: 3060.0, 3059.9990000000003 -- [ 2770.13    289.869]
834945: 3060.0, 3025.254 -- [ 2757.52    267.734]
834966: 3060.0, 3060.003 -- [ 2844.01    215.993]
835119: 3060.0, 3059.998 -- [  133.338  2926.66 ]
835154: 3060.0, 2537.1189999999997 -- [  400.939  2136.18 ]
835312: 3060.0, 2829.96 -- [ 1721.71  1108.25]
835624: 3060.0, 2756.1960000000004 -- [  110.53    250.896  2394.77 ]
835815: 3060.0, 2841.388 -- [ 2372.81    468.578]
836046: 3060.0, 2466.011 -- [  389.041  2076.97 ]
836133: 3060.0, 1352.75 -- [ 1113.31   239.44]
836373: 3060.0, 1987.6950000000002 -- [ 1438.64    549.055]
836445: 3060.0, 1306.953 -- [ 686.119  620.834]
836467: 3060.0, 3059.996 -- [  189.676  2870.32 ]
836896: 3060.0, 2752.359 -- [  156.439  2595.92 ]
836908: 3060.0, 2417.193 -- [ 2310.52    106.673]
836987: 3060.0, 1751.663 -- [ 1278.89    472.773]
837271: 3060.0, 2839.06 -- [ 2720.72   118.34]
837279: 3060.0, 3060.0 -- [ 2947.66   112.34]
837329: 3060.0, 3060.004 -- [  117.004  2943.   ]
837411: 3060.0, 2860.258 -- [ 2635.31    224.948]
837463: 3060.0, 2526.558 -- [ 2348.78    177.778]
837478: 3060.0, 2808.2656 -- [   86.7256  2721.54  ]
837525: 3060.0, 387.52099999999996 -- [ 181.7    205.821]
837771: 3060.0, 2557.5769999999998 -- [ 2270.95    286.627]
837786: 3060.0, 844.22322 -- [   3.95722  840.266  ]
837884: 3060.0, 2477.219 -- [  786.929  1690.29 ]
837886: 3060.0, 2846.8285 -- [ 2762.37      84.4585]
837907: 3060.0, 2619.907 -- [ 2475.4     144.507]
838058: 3060.0, 2478.0233000000003 -- [   35.1833  2442.84  ]
838091: 3060.0, 866.393 -- [ 205.693  660.7  ]
838117: 3060.0, 2430.8160000000003 -- [ 2317.8     113.016]
838400: 3060.0, 3060.002 -- [ 2460.39    138.312   461.3  ]
838402: 3060.0, 3060.0020000000004 -- [ 2939.8     120.202]
838457: 3060.0, 2364.751 -- [ 2133.48    231.271]
838503: 3060.0, 2137.451 -- [ 1862.26    275.191]
838518: 3060.0, 2739.00833 -- [ 2734.56        4.44833]
838646: 3060.0, 2887.9222 -- [ 2790.75      97.1722]
838715: 3060.0, 1136.97717 -- [    1.95717  1135.02   ]
838889: 3060.0, 1524.902 -- [ 1283.95    240.952]
839011: 3060.0, 2734.09 -- [ 2587.3    146.79]
839050: 3060.0, 2185.65074 -- [    8.09074  2177.56   ]
839285: 3060.0, 3060.001 -- [ 2642.58    218.329   199.092]
839404: 3060.0, 705.0588 -- [ 664.265    40.7938]
839411: 3060.0, 2688.215 -- [ 2546.6     141.615]
839587: 3060.0, 1667.942 -- [ 1542.84    125.102]
839629: 3060.0, 2717.6814 -- [   26.6103    53.2511  2637.82  ]
839712: 3060.0, 2359.518 -- [  270.508  2089.01 ]
839766: 3060.0, 3060.005 -- [  135.715  2924.29 ]
839787: 3060.0, 696.7463 -- [ 676.551    20.1953]
840006: 3060.0, 2129.559 -- [ 1422.44    707.119]
840173: 3060.0, 2666.2394 -- [ 2574.33      91.9094]
840305: 3060.0, 718.4018 -- [ 659.692    58.7098]
840331: 3060.0, 2713.6945 -- [   90.4145  2623.28  ]
840386: 3060.0, 2560.9985 -- [   10.9285   118.88    2431.19  ]
840408: 3060.0, 2593.91 -- [ 1081.34  1512.57]
840436: 3060.0, 1747.377 -- [ 1228.26    519.117]
840564: 3060.0, 2302.085 -- [ 1936.07    366.015]
840614: 3060.0, 3059.9990000000003 -- [  216.739  2843.26 ]
841121: 3060.0, 1528.7369999999999 -- [ 1296.6     232.137]
841129: 3060.0, 1881.037 -- [  297.807  1583.23 ]
841220: 3060.0, 2961.218 -- [  153.038  2808.18 ]
841428: 3060.0, 1765.2440000000001 -- [ 1238.25    526.994]
841470: 3060.0, 2622.01082 -- [ 2615.5         6.51082]
841486: 3060.0, 3059.9970000000003 -- [  172.827  2887.17 ]
841501: 3060.0, 2502.9519999999998 -- [ 2216.64    286.312]
841513: 3060.0, 2939.7229 -- [   39.7129  2900.01  ]
841614: 3060.0, 470.04089999999997 -- [ 444.82     25.2209]
841674: 3060.0, 1922.327 -- [ 1616.79    305.537]
841759: 3060.0, 2323.6972 -- [ 2256.11      67.5872]
841811: 3060.0, 1913.263 -- [ 1560.2     353.063]
841894: 3060.0, 2861.415 -- [  902.235  1959.18 ]
841925: 3060.0, 2871.7528 -- [   94.9528  2776.8   ]
842006: 3060.0, 3059.996 -- [ 2734.84    325.156]
842161: 3060.0, 2637.0409999999997 -- [ 2558.1      78.941]
842175: 3060.0, 2036.0738 -- [ 1993.84      42.2338]
842212: 3060.0, 2887.1207 -- [   25.7007  2861.42  ]
842635: 3060.0, 1801.013 -- [  129.993  1671.02 ]
842688: 3060.0, 488.7831 -- [ 458.378    30.4051]
842740: 3060.0, 2801.7100699999996 -- [ 2792.43        9.28007]
843334: 3060.0, 3060.002 -- [ 2851.09    208.912]
843474: 3060.0, 1496.225 -- [  220.935  1275.29 ]
843612: 3060.0, 2317.948 -- [  273.588  2044.36 ]
843703: 3060.0, 1171.449 -- [ 919.783  251.666]
843911: 3060.0, 3060.004 -- [ 2802.48    257.524]
843927: 3060.0, 1299.8348999999998 -- [   80.2849  1219.55  ]
844086: 3060.0, 3060.004 -- [  215.154  2844.85 ]
844178: 3060.0, 2865.826 -- [ 2653.36    212.466]
844364: 3060.0, 398.3448 -- [ 387.531    10.8138]
844524: 3060.0, 2715.587 -- [  142.887  2572.7  ]
844657: 3060.0, 3020.717 -- [ 2903.96    116.757]
844732: 3060.0, 3060.001 -- [  138.491  2921.51 ]
844764: 3060.0, 2603.864 -- [  368.054  2235.81 ]
844926: 3060.0, 2899.18 -- [ 2605.29   293.89]
844945: 3060.0, 2873.1183 -- [   54.0883  2819.03  ]
845017: 3060.0, 2734.948 -- [  150.958  2583.99 ]
845122: 3060.0, 3060.002 -- [ 2915.79    144.212]
845447: 3060.0, 1464.349 -- [ 871.116  593.233]
845475: 3060.0, 2880.9121 -- [   97.0821  2783.83  ]
845625: 3060.0, 3059.9990000000003 -- [ 2717.61    342.389]
845704: 3060.0, 2969.3379999999997 -- [ 2815.24    154.098]
846002: 3060.0, 3059.996 -- [ 2146.43    913.566]
846031: 3060.0, 2870.326 -- [ 2526.54    343.786]
846065: 3060.0, 522.672 -- [ 375.598  147.074]
846147: 3060.0, 1965.6138839999999 -- [  1.96462000e+03   9.93884000e-01]
846364: 3060.0, 1227.6144 -- [   58.3244  1169.29  ]
846422: 3060.0, 3060.003 -- [  335.753  2724.25 ]
846425: 3060.0, 2490.9579999999996 -- [ 2279.97    210.988]
846521: 3060.0, 3060.001 -- [  167.731  2892.27 ]
846604: 3060.0, 2508.9449999999997 -- [ 2397.95    110.995]
846622: 3060.0, 2620.165 -- [ 2501.52    118.645]
846739: 3060.0, 3059.997 -- [  182.817  2877.18 ]
846744: 3060.0, 2299.542 -- [  201.662  2097.88 ]
846776: 3060.0, 1552.019 -- [ 1116.01    436.009]
846787: 3060.0, 1114.089 -- [ 949.739  164.35 ]
846811: 3060.0, 621.462 -- [ 512.894  108.568]
846939: 3060.0, 3059.999 -- [ 2794.72    265.279]
846962: 3060.0, 1208.6309999999999 -- [ 391.908  816.723]
847136: 3060.0, 2926.3830000000003 -- [ 2849.55     76.833]
847409: 3060.0, 2669.154 -- [ 2544.63    124.524]
847435: 3060.0, 2623.1459 -- [ 2579.7       43.4459]
847567: 3060.0, 3060.0041 -- [  579.622     17.0421  2463.34  ]
847619: 3060.0, 2897.7960000000003 -- [ 2769.19    128.606]
847646: 3060.0, 2284.603 -- [  223.323  2061.28 ]
847870: 3060.0, 2678.462 -- [ 2524.77    153.692]
847880: 3060.0, 3059.999 -- [ 2713.87    346.129]
848028: 3060.0, 3048.1220000000003 -- [ 2510.42    537.702]
848056: 3060.0, 2397.171 -- [ 2153.91    243.261]
848173: 3060.0, 3059.995 -- [ 2718.18    341.815]
848205: 3060.0, 1686.7359999999999 -- [  138.166  1548.57 ]
848253: 3060.0, 809.675 -- [ 151.519  658.156]
848275: 3060.0, 2806.2889999999998 -- [  362.459  2443.83 ]
848343: 3060.0, 3060.002 -- [  610.872  2449.13 ]
848394: 3060.0, 3060.0 -- [  411.8  2648.2]
848396: 3060.0, 2828.284 -- [ 2416.5     411.784]
848589: 3060.0, 2264.737 -- [ 2032.89    231.847]
848636: 3060.0, 1911.596 -- [  201.146  1710.45 ]
848648: 3060.0, 360.622 -- [ 140.211  220.411]
848876: 3060.0, 2773.9079 -- [ 2700.73      73.1779]
848985: 3060.0, 2849.401 -- [ 2571.22    278.181]
